"Gene","Count","Tissue","Patient ID","Data File ID"
"ENSG00000121904","543","Cerebellum","NEUZX073BDK","CGND-HRA-00372"
"ENSG00000121904","505","Cerebellum","NEUZX847VWV-NEUWR459TCY","CGND-HRA-01556"
"ENSG00000163344","310","Cerebellum","GWF14-01","CGND-HRA-00295"
"ENSG00000163344","251","Cerebellum","JHU10","CGND-HRA-00106"
"ENSG00000163344","357","Cerebellum","JHU12","CGND-HRA-00108"
"ENSG00000163344","248","Cerebellum","JHU14","CGND-HRA-00110"
"ENSG00000163344","236","Cerebellum","JHU15","CGND-HRA-00111"
"ENSG00000163344","157","Cerebellum","JHU21","CGND-HRA-00117-2"
"ENSG00000163344","116","Cerebellum","JHU22","CGND-HRA-00118"
"ENSG00000163344","37","Cerebellum","JHU25","CGND-HRA-00121"
"ENSG00000163344","276","Cerebellum","JHU29","CGND-HRA-00125"
"ENSG00000163344","178","Cerebellum","JHU3","CGND-HRA-00099"
"ENSG00000163344","257","Cerebellum","JHU30","CGND-HRA-00126"
"ENSG00000163344","396","Cerebellum","JHU32","CGND-HRA-00128"
"ENSG00000163344","211","Cerebellum","JHU34","CGND-HRA-00130"
"ENSG00000163344","103","Cerebellum","JHU4","CGND-HRA-00100"
"ENSG00000163344","237","Cerebellum","JHU44","CGND-HRA-00140"
"ENSG00000163344","167","Cerebellum","JHU45","CGND-HRA-00141"
"ENSG00000163344","547","Cerebellum","JHU46","CGND-HRA-00142"
"ENSG00000163344","257","Cerebellum","JHU47","CGND-HRA-00143"
"ENSG00000163344","112","Cerebellum","JHU5","CGND-HRA-00101"
"ENSG00000163344","244","Cerebellum","JHU50","CGND-HRA-00146"
"ENSG00000163344","178","Cerebellum","JHU55","CGND-HRA-00151"
"ENSG00000163344","331","Cerebellum","JHU58","CGND-HRA-00154"
"ENSG00000163344","142","Cerebellum","JHU60","CGND-HRA-00156"
"ENSG00000163344","107","Cerebellum","JHU63","CGND-HRA-00159"
"ENSG00000163344","213","Cerebellum","JHU70","CGND-HRA-00166"
"ENSG00000163344","148","Cerebellum","JHU72","CGND-HRA-00168"
"ENSG00000163344","191","Cerebellum","JHU73","CGND-HRA-00169"
"ENSG00000163344","125","Cerebellum","JHU73","CGND-HRA-00523"
"ENSG00000163344","263","Cerebellum","JHU74","CGND-HRA-00170"
"ENSG00000163344","160","Cerebellum","JHU79","CGND-HRA-00175"
"ENSG00000163344","148","Cerebellum","JHU79","CGND-HRA-00525"
"ENSG00000163344","113","Cerebellum","JHU80","CGND-HRA-00566"
"ENSG00000163344","172","Cerebellum","JHU82","CGND-HRA-00178"
"ENSG00000163344","164","Cerebellum","JHU82","CGND-HRA-00531"
"ENSG00000163344","293","Cerebellum","JHU83","CGND-HRA-00179"
"ENSG00000163344","261","Cerebellum","JHU83","CGND-HRA-00532"
"ENSG00000163344","127","Cerebellum","NEUAA712LGL","CGND-HRA-03025"
"ENSG00000163344","120","Cerebellum","NEUAE883HW3","CGND-HRA-02642"
"ENSG00000163344","794","Cerebellum","NEUAG831KFQ","CGND-HRA-01430"
"ENSG00000163344","377","Cerebellum","NEUAJ995AXE","CGND-HRA-02468"
"ENSG00000163344","231","Cerebellum","NEUAL503EPH","CGND-HRA-01303"
"ENSG00000163344","357","Cerebellum","NEUAL503EPH","CGND-HRA-03600"
"ENSG00000163344","213","Cerebellum","NEUAP156PM4","CGND-HRA-00183"
"ENSG00000163344","204","Cerebellum","NEUAP156PM4","CGND-HRA-00534"
"ENSG00000163344","264","Cerebellum","NEUAT369TG5","CGND-HRA-00333"
"ENSG00000163344","363","Cerebellum","NEUAV181KYK","CGND-HRA-02407"
"ENSG00000163344","137","Cerebellum","NEUAV667LJK","CGND-HRA-00341"
"ENSG00000163344","480","Cerebellum","NEUAY067UTB","CGND-HRA-00746"
"ENSG00000163344","266","Cerebellum","NEUBB078VEG","CGND-HRA-01319"
"ENSG00000163344","589","Cerebellum","NEUBD692FG6","CGND-HRA-03324"
"ENSG00000163344","243","Cerebellum","NEUBE992ZD1","CGND-HRA-01606"
"ENSG00000163344","316","Cerebellum","NEUBN400CYR","CGND-HRA-03415"
"ENSG00000163344","172","Cerebellum","NEUBU587UWA","CGND-HRA-02238"
"ENSG00000163344","363","Cerebellum","NEUBU920EK5","CGND-HRA-03312"
"ENSG00000163344","190","Cerebellum","NEUCG551GV1","CGND-HRA-00469"
"ENSG00000163344","257","Cerebellum","NEUCN416KGV","CGND-HRA-02250"
"ENSG00000163344","525","Cerebellum","NEUCP856ZH7","CGND-HRA-03307"
"ENSG00000163344","201","Cerebellum","NEUCV649UJK","CGND-HRA-00722"
"ENSG00000163344","487","Cerebellum","NEUCW292DYJ","CGND-HRA-00727"
"ENSG00000163344","106","Cerebellum","NEUCY461UB1","CGND-HRA-03045"
"ENSG00000163344","179","Cerebellum","NEUDA151YMK","CGND-HRA-00593"
"ENSG00000163344","410","Cerebellum","NEUDD512DJM","CGND-HRA-03463"
"ENSG00000163344","181","Cerebellum","NEUDG361GA9","CGND-HRA-00208"
"ENSG00000163344","178","Cerebellum","NEUDG727NTW","CGND-HRA-00428"
"ENSG00000163344","212","Cerebellum","NEUDH441CDB","CGND-HRA-03389"
"ENSG00000163344","282","Cerebellum","NEUDJ612NZM","CGND-HRA-02474"
"ENSG00000163344","241","Cerebellum","NEUDK592BDZ","CGND-HRA-02149"
"ENSG00000163344","201","Cerebellum","NEUDM397JGD","CGND-HRA-00205"
"ENSG00000163344","96","Cerebellum","NEUDR086ZDQ","CGND-HRA-00207"
"ENSG00000163344","189","Cerebellum","NEUDT233ZZ1","CGND-HRA-00422"
"ENSG00000163344","210","Cerebellum","NEUDT709YHN","CGND-HRA-01650"
"ENSG00000163344","477","Cerebellum","NEUDX768ADY","CGND-HRA-02797"
"ENSG00000163344","347","Cerebellum","NEUEA633EN5","CGND-HRA-00671"
"ENSG00000163344","305","Cerebellum","NEUEB569WFU","CGND-HRA-01421"
"ENSG00000163344","237","Cerebellum","NEUEC006FND","CGND-HRA-00073"
"ENSG00000163344","292","Cerebellum","NEUEE362LGE","CGND-HRA-01632"
"ENSG00000163344","370","Cerebellum","NEUEE593VY7","CGND-HRA-00404"
"ENSG00000163344","205","Cerebellum","NEUEF397VVN","CGND-HRA-00303"
"ENSG00000163344","160","Cerebellum","NEUEF856BLV","CGND-HRA-00465"
"ENSG00000163344","198","Cerebellum","NEUEG442LDR","CGND-HRA-00667"
"ENSG00000163344","124","Cerebellum","NEUEH612JPA","CGND-HRA-00542"
"ENSG00000163344","268","Cerebellum","NEUEL133AK6","CGND-HRA-00069"
"ENSG00000163344","271","Cerebellum","NEUEL766XR1","CGND-HRA-03485"
"ENSG00000163344","386","Cerebellum","NEUEM417CHQ","CGND-HRA-02507-2"
"ENSG00000163344","136","Cerebellum","NEUEP010ZFE","CGND-HRA-01178"
"ENSG00000163344","344","Cerebellum","NEUFE255AG2","CGND-HRA-00486"
"ENSG00000163344","243","Cerebellum","NEUFF179PPT","CGND-HRA-00492"
"ENSG00000163344","875","Cerebellum","NEUFG213VG0","CGND-HRA-03295"
"ENSG00000163344","210","Cerebellum","NEUFN693AHN","CGND-HRA-02741"
"ENSG00000163344","186","Cerebellum","NEUFT454ZFP","CGND-HRA-00203"
"ENSG00000163344","177","Cerebellum","NEUFU395MJD","CGND-HRA-03057"
"ENSG00000163344","252","Cerebellum","NEUFV843EVC","CGND-HRA-01504"
"ENSG00000163344","2007","Cerebellum","NEUFY271WFL","CGND-HRA-03271"
"ENSG00000163344","230","Cerebellum","NEUGA773REC","CGND-HRA-00081"
"ENSG00000163344","298","Cerebellum","NEUGD051YM7","CGND-HRA-02432"
"ENSG00000163344","154","Cerebellum","NEUGD887RT1","CGND-HRA-01492-2"
"ENSG00000163344","344","Cerebellum","NEUGG230KV0","CGND-HRA-02438"
"ENSG00000163344","259","Cerebellum","NEUGJ562DR9","CGND-HRA-02515"
"ENSG00000163344","188","Cerebellum","NEUGJ583BEE","CGND-HRA-01184-2"
"ENSG00000163344","363","Cerebellum","NEUGK141CFH","CGND-HRA-01173"
"ENSG00000163344","192","Cerebellum","NEUGL022MN2","CGND-HRA-01585"
"ENSG00000163344","152","Cerebellum","NEUGP259EBV","CGND-HRA-01443"
"ENSG00000163344","385","Cerebellum","NEUGT049MJ1","CGND-HRA-02909"
"ENSG00000163344","126","Cerebellum","NEUGU437VNF","CGND-HRA-01422"
"ENSG00000163344","293","Cerebellum","NEUGV102NYT","CGND-HRA-01975"
"ENSG00000163344","133","Cerebellum","NEUGV399KJW","CGND-HRA-00365"
"ENSG00000163344","156","Cerebellum","NEUGY575NUQ","CGND-HRA-00585"
"ENSG00000163344","235","Cerebellum","NEUGY741GH8","CGND-HRA-00480"
"ENSG00000163344","127","Cerebellum","NEUHC282LVJ","CGND-HRA-00077"
"ENSG00000163344","275","Cerebellum","NEUHC994KV4","CGND-HRA-02232"
"ENSG00000163344","193","Cerebellum","NEUHD481VCL","CGND-HRA-00206"
"ENSG00000163344","870","Cerebellum","NEUHJ609AXD","CGND-HRA-03501"
"ENSG00000163344","196","Cerebellum","NEUHM340FBZ","CGND-HRA-00706"
"ENSG00000163344","115","Cerebellum","NEUHM399CBL","CGND-HRA-01561"
"ENSG00000163344","270","Cerebellum","NEUHR385WC6","CGND-HRA-03318"
"ENSG00000163344","688","Cerebellum","NEUHT948VAD","CGND-HRA-03457"
"ENSG00000163344","253","Cerebellum","NEUHX090PGV","CGND-HRA-00643"
"ENSG00000163344","311","Cerebellum","NEUJF556NPE","CGND-HRA-03336"
"ENSG00000163344","273","Cerebellum","NEUJL308UBK","CGND-HRA-01350"
"ENSG00000163344","215","Cerebellum","NEUJR587KPC","CGND-HRA-02226-2"
"ENSG00000163344","119","Cerebellum","NEUJT167ZDX","CGND-HRA-03277"
"ENSG00000163344","136","Cerebellum","NEUJV725KH1","CGND-HRA-03013"
"ENSG00000163344","396","Cerebellum","NEUJW763EK7","CGND-HRA-03283"
"ENSG00000163344","149","Cerebellum","NEUJZ255ZC5","CGND-HRA-00076"
"ENSG00000163344","141","Cerebellum","NEUKD974CXJ","CGND-HRA-01413"
"ENSG00000163344","278","Cerebellum","NEUKG838WER","CGND-HRA-01579"
"ENSG00000163344","271","Cerebellum","NEUKH671TD4","CGND-HRA-02256"
"ENSG00000163344","358","Cerebellum","NEUKJ257ZPG","CGND-HRA-01573"
"ENSG00000163344","145","Cerebellum","NEUKJ976GGT","CGND-HRA-03004"
"ENSG00000163344","280","Cerebellum","NEUKM699KKH","CGND-HRA-00074"
"ENSG00000163344","229","Cerebellum","NEUKN179PH8","CGND-HRA-02142"
"ENSG00000163344","213","Cerebellum","NEUKN179PH8","CGND-HRA-03607"
"ENSG00000163344","289","Cerebellum","NEUKN209FNW","CGND-HRA-01362"
"ENSG00000163344","196","Cerebellum","NEUKT470MVZ","CGND-HRA-02456"
