"Gene","Count","Tissue","Patient ID","Data File ID"
"ENSG00000117625","2863","Cerebellum","GWF14-01","CGND-HRA-00295"
"ENSG00000117625","2841","Cerebellum","JHU10","CGND-HRA-00106"
"ENSG00000117625","2974","Cerebellum","JHU12","CGND-HRA-00108"
"ENSG00000117625","2376","Cerebellum","JHU14","CGND-HRA-00110"
"ENSG00000117625","2537","Cerebellum","JHU15","CGND-HRA-00111"
"ENSG00000117625","1551","Cerebellum","JHU21","CGND-HRA-00117-2"
"ENSG00000117625","2287","Cerebellum","JHU22","CGND-HRA-00118"
"ENSG00000117625","1096","Cerebellum","JHU25","CGND-HRA-00121"
"ENSG00000117625","1949","Cerebellum","JHU29","CGND-HRA-00125"
"ENSG00000117625","1603","Cerebellum","JHU3","CGND-HRA-00099"
"ENSG00000117625","2397","Cerebellum","JHU30","CGND-HRA-00126"
"ENSG00000117625","3923","Cerebellum","JHU32","CGND-HRA-00128"
"ENSG00000117625","2257","Cerebellum","JHU34","CGND-HRA-00130"
"ENSG00000117625","1167","Cerebellum","JHU4","CGND-HRA-00100"
"ENSG00000117625","1261","Cerebellum","JHU44","CGND-HRA-00140"
"ENSG00000117625","1835","Cerebellum","JHU45","CGND-HRA-00141"
"ENSG00000117625","1458","Cerebellum","JHU46","CGND-HRA-00142"
"ENSG00000117625","2828","Cerebellum","JHU47","CGND-HRA-00143"
"ENSG00000117625","2012","Cerebellum","JHU5","CGND-HRA-00101"
"ENSG00000117625","769","Cerebellum","JHU50","CGND-HRA-00146"
"ENSG00000117625","2842","Cerebellum","JHU55","CGND-HRA-00151"
"ENSG00000117625","2897","Cerebellum","JHU58","CGND-HRA-00154"
"ENSG00000117625","1745","Cerebellum","JHU60","CGND-HRA-00156"
"ENSG00000117625","3311","Cerebellum","JHU63","CGND-HRA-00159"
"ENSG00000117625","2734","Cerebellum","JHU70","CGND-HRA-00166"
"ENSG00000117625","2388","Cerebellum","JHU72","CGND-HRA-00168"
"ENSG00000117625","1647","Cerebellum","JHU73","CGND-HRA-00169"
"ENSG00000117625","1700","Cerebellum","JHU73","CGND-HRA-00523"
"ENSG00000117625","2950","Cerebellum","JHU74","CGND-HRA-00170"
"ENSG00000117625","1057","Cerebellum","JHU79","CGND-HRA-00175"
"ENSG00000117625","591","Cerebellum","JHU79","CGND-HRA-00525"
"ENSG00000117625","2329","Cerebellum","JHU8","CGND-HRA-00104"
"ENSG00000117625","1419","Cerebellum","JHU80","CGND-HRA-00566"
"ENSG00000117625","2476","Cerebellum","JHU82","CGND-HRA-00178"
