"Gene","Count","Tissue","Patient ID","Data File ID"
"ENSG00000162664","1120","Cerebellum","NEURW761XNG","CGND-HRA-01451"
"ENSG00000162664","976","Cerebellum","NEURX991BWB","CGND-HRA-00618"
"ENSG00000162664","1191","Cerebellum","NEURY396DC4","CGND-HRA-01603"
"ENSG00000162664","1232","Cerebellum","NEURY468PVP","CGND-HRA-02244"
"ENSG00000162664","3204","Cerebellum","NEUTB398FC9","CGND-HRA-00434"
"ENSG00000162664","1365","Cerebellum","NEUTC015WBG","CGND-HRA-02500"
"ENSG00000162664","940","Cerebellum","NEUTC651YRK","CGND-HRA-01591-2"
"ENSG00000162664","1135","Cerebellum","NEUTD254HL0","CGND-HRA-01516"
"ENSG00000162664","991","Cerebellum","NEUTL441LZ7","CGND-HRA-00319"
"ENSG00000162664","1414","Cerebellum","NEUTL588HAA","CGND-HRA-01459"
"ENSG00000162664","1919","Cerebellum","NEUTN269WMP","CGND-HRA-03031"
"ENSG00000162664","2345","Cerebellum","NEUTP019MY9","CGND-HRA-00357"
"ENSG00000162664","1628","Cerebellum","NEUTR110WRK","CGND-HRA-02533"
"ENSG00000162664","2422","Cerebellum","NEUTZ062XC5","CGND-HRA-00653"
"ENSG00000162664","1611","Cerebellum","NEUTZ242FYW","CGND-HRA-02486"
"ENSG00000162664","1864","Cerebellum","NEUUE532LFF","CGND-HRA-00723"
"ENSG00000162664","1672","Cerebellum","NEUUF289NRL","CGND-HRA-01366"
"ENSG00000162664","1514","Cerebellum","NEUUK557CZW","CGND-HRA-00475"
"ENSG00000162664","1852","Cerebellum","NEUUW406NWF","CGND-HRA-03491"
"ENSG00000162664","2149","Cerebellum","NEUUW911LWA","CGND-HRA-00538"
"ENSG00000162664","1543","Cerebellum","NEUUY552RBK","CGND-HRA-01644"
"ENSG00000162664","1497","Cerebellum","NEUUZ212DHJ","CGND-HRA-03019"
"ENSG00000162664","1555","Cerebellum","NEUVB305VU7","CGND-HRA-00194"
"ENSG00000162664","1796","Cerebellum","NEUVE818GRA","CGND-HRA-03063"
"ENSG00000162664","1077","Cerebellum","NEUVM032BF2","CGND-HRA-02632"
"ENSG00000162664","1207","Cerebellum","NEUVZ387WGH","CGND-HRA-00326"
"ENSG00000162664","1602","Cerebellum","NEUWC334RTZ","CGND-HRA-01372"
"ENSG00000162664","1030","Cerebellum","NEUWD570BTK","CGND-HRA-01378"
"ENSG00000162664","1704","Cerebellum","NEUWG326WUJ","CGND-HRA-01619"
"ENSG00000162664","1264","Cerebellum","NEUWG523WRV","CGND-HRA-00639-2"
"ENSG00000162664","1805","Cerebellum","NEUWK953TJN","CGND-HRA-02450"
"ENSG00000162664","1063","Cerebellum","NEUWL993GU2","CGND-HRA-00676"
"ENSG00000162664","1691","Cerebellum","NEUWP285RM6","CGND-HRA-00416"
"ENSG00000162664","1484","Cerebellum","NEUWT414AYT","CGND-HRA-02181"
"ENSG00000162664","1158","Cerebellum","NEUWX051HMF","CGND-HRA-01442"
"ENSG00000162664","3277","Cerebellum","NEUWX086DGZ","CGND-HRA-00075"
"ENSG00000162664","1306","Cerebellum","NEUWZ373ZHA","CGND-HRA-00311"
"ENSG00000162664","1745","Cerebellum","NEUXD265LJ8","CGND-HRA-01657"
"ENSG00000162664","2032","Cerebellum","NEUXD817GGZ","CGND-HRA-00718"
"ENSG00000162664","1018","Cerebellum","NEUXD817GGZ","CGND-HRA-02220"
