"Gene","Count","Tissue","Patient ID","Data File ID"
"ENSG00000155876","1934","Cerebellum","NEUMY028JH4","CGND-HRA-01354"
"ENSG00000155876","444","Cerebellum","NEUNE163HV9","CGND-HRA-02912"
"ENSG00000155876","1152","Cerebellum","NEUNE940RZC","CGND-HRA-00398"
"ENSG00000155876","915","Cerebellum","NEUNL548ZBN","CGND-HRA-00730"
"ENSG00000155876","1209","Cerebellum","NEUNL974RU6","CGND-HRA-00620"
"ENSG00000155876","1277","Cerebellum","NEUNW210GCW","CGND-HRA-00082"
"ENSG00000155876","1139","Cerebellum","NEUNW244GF0","CGND-HRA-00349"
"ENSG00000227917","1","Cerebellum","NEUYW563PXU","CGND-HRA-02493-2"
"ENSG00000155876","831","Cerebellum","NEUNY116EZW","CGND-HRA-00713"
"ENSG00000155876","742","Cerebellum","NEUNY116EZW","CGND-HRA-01480"
"ENSG00000155876","758","Cerebellum","NEUPG593UTV","CGND-HRA-03051"
"ENSG00000155876","769","Cerebellum","NEUPG876HJT","CGND-HRA-02163"
"ENSG00000155876","2071","Cerebellum","NEUPH726JJJ","CGND-HRA-03439"
"ENSG00000155876","745","Cerebellum","NEUPK732LNT","CGND-HRA-00725"
"ENSG00000155876","554","Cerebellum","NEUPM864FBE","CGND-HRA-01613"
"ENSG00000155876","767","Cerebellum","NEUPU334DL1","CGND-HRA-01370"
"ENSG00000155876","451","Cerebellum","NEURA496RM8","CGND-HRA-03408"
"ENSG00000155876","794","Cerebellum","NEURD419AFL","CGND-HRA-03037"
"ENSG00000155876","1020","Cerebellum","NEURD711XCL","CGND-HRA-00721"
"ENSG00000155876","684","Cerebellum","NEURJ886YZU","CGND-HRA-01510-2"
"ENSG00000155876","588","Cerebellum","NEURK749WFB","CGND-HRA-00729"
"ENSG00000155876","645","Cerebellum","NEURN516YR8","CGND-HRA-00720"
"ENSG00000155876","565","Cerebellum","NEURW761XNG","CGND-HRA-01451"
"ENSG00000155876","463","Cerebellum","NEURX991BWB","CGND-HRA-00618"
"ENSG00000155876","441","Cerebellum","NEURY396DC4","CGND-HRA-01603"
"ENSG00000155876","879","Cerebellum","NEURY468PVP","CGND-HRA-02244"
"ENSG00000155876","678","Cerebellum","NEUTB398FC9","CGND-HRA-00434"
"ENSG00000155876","919","Cerebellum","NEUTC015WBG","CGND-HRA-02500"
"ENSG00000155876","395","Cerebellum","NEUTC651YRK","CGND-HRA-01591-2"
"ENSG00000155876","615","Cerebellum","NEUTD254HL0","CGND-HRA-01516"
"ENSG00000155876","144","Cerebellum","NEUTL441LZ7","CGND-HRA-00319"
"ENSG00000155876","663","Cerebellum","NEUTL588HAA","CGND-HRA-01459"
"ENSG00000155876","767","Cerebellum","NEUTN269WMP","CGND-HRA-03031"
"ENSG00000155876","929","Cerebellum","NEUTP019MY9","CGND-HRA-00357"
