"Gene","Count","Tissue","Patient ID","Data File ID"
"ENSG00000146540","930","Lumbar Spinal Cord","NEUJZ255ZC5","CGND-HRA-00034"
"ENSG00000146540","651","Lumbar Spinal Cord","NEUKD974CXJ","CGND-HRA-01408"
"ENSG00000146540","811","Lumbar Spinal Cord","NEUKG838WER","CGND-HRA-01577"
"ENSG00000146540","770","Lumbar Spinal Cord","NEUKH671TD4","CGND-HRA-02254"
"ENSG00000146540","634","Lumbar Spinal Cord","NEUKJ257ZPG","CGND-HRA-01571"
"ENSG00000146540","899","Lumbar Spinal Cord","NEUKJ976GGT","CGND-HRA-03008"
"ENSG00000146540","431","Lumbar Spinal Cord","NEUKM699KKH","CGND-HRA-00032"
"ENSG00000146540","553","Lumbar Spinal Cord","NEUKN179PH8","CGND-HRA-02146"
"ENSG00000146540","691","Lumbar Spinal Cord","NEUKN209FNW","CGND-HRA-01396"
"ENSG00000146540","589","Lumbar Spinal Cord","NEUKT470MVZ","CGND-HRA-02454"
"ENSG00000146540","667","Lumbar Spinal Cord","NEUKV592NUT","CGND-HRA-01529"
"ENSG00000146540","1233","Lumbar Spinal Cord","NEUKY135CV6","CGND-HRA-00384"
"ENSG00000146540","820","Lumbar Spinal Cord","NEUKZ647RCA","CGND-HRA-03352"
"ENSG00000146540","665","Lumbar Spinal Cord","NEUKZ727YY5","CGND-HRA-01537"
"ENSG00000146540","563","Lumbar Spinal Cord","NEULA285XJ0","CGND-HRA-01630"
"ENSG00000146540","1257","Lumbar Spinal Cord","NEULH417FZJ","CGND-HRA-01282"
"ENSG00000146540","321","Lumbar Spinal Cord","NEULH901PYF","CGND-HRA-00280"
"ENSG00000146540","766","Lumbar Spinal Cord","NEULJ443PF5","CGND-HRA-01471"
"ENSG00000146540","1176","Lumbar Spinal Cord","NEULM733WR7","CGND-HRA-00281"
"ENSG00000146540","966","Lumbar Spinal Cord","NEULN488RD5","CGND-HRA-00735"
"ENSG00000146540","724","Lumbar Spinal Cord","NEULN670HPW","CGND-HRA-02424"
"ENSG00000146540","568","Lumbar Spinal Cord","NEULP959LBP","CGND-HRA-01542"
"ENSG00000146540","386","Lumbar Spinal Cord","NEULT268RM4","CGND-HRA-01548"
"ENSG00000146540","672","Lumbar Spinal Cord","NEULU857ERQ","CGND-HRA-02521-2"
"ENSG00000146540","1021","Lumbar Spinal Cord","NEULV114EY9","CGND-HRA-01986"
"ENSG00000146540","1143","Lumbar Spinal Cord","NEULV205HP5","CGND-HRA-03447"
"ENSG00000146540","1049","Lumbar Spinal Cord","NEUMG691WPH","CGND-HRA-03476"
"ENSG00000146540","656","Lumbar Spinal Cord","NEUMJ990MCW","CGND-HRA-03305"
"ENSG00000146540","679","Lumbar Spinal Cord","NEUMJ999XX2","CGND-HRA-03127"
"ENSG00000146540","1243","Lumbar Spinal Cord","NEUMK638LUX","CGND-HRA-00630"
"ENSG00000146540","711","Lumbar Spinal Cord","NEUMM043VF4","CGND-HRA-02442"
"ENSG00000146540","540","Lumbar Spinal Cord","NEUMP035RP4","CGND-HRA-00234"
"ENSG00000146540","697","Lumbar Spinal Cord","NEUMT947ALA","CGND-HRA-00396"
"ENSG00000146540","278","Lumbar Spinal Cord","NEUMV641VYK","CGND-HRA-00414"
"ENSG00000146540","546","Lumbar Spinal Cord","NEUMY028JH4","CGND-HRA-01388"
"ENSG00000146540","1067","Lumbar Spinal Cord","NEUND360AMF","CGND-HRA-03125"
"ENSG00000146540","385","Lumbar Spinal Cord","NEUNE940RZC","CGND-HRA-00402"
"ENSG00000146540","444","Lumbar Spinal Cord","NEUNJ406FRR","CGND-HRA-00283"
"ENSG00000146540","692","Lumbar Spinal Cord","NEUNL548ZBN","CGND-HRA-00276"
"ENSG00000146540","958","Lumbar Spinal Cord","NEUNL974RU6","CGND-HRA-00626"
